SampleID	Station	Time	Latitude	Longitude	Xkm	Ykm	Month	Year	BottomDepth	Season	Discovery
739	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
740	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
741	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
742	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
743	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
744	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
745	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
746	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
747	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
748	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
749	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
750	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
751	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
752	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
753	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
754	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
755	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
756	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
757	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
758	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
759	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
760	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
761	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
762	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
763	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
764	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
765	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
766	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
767	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
768	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
769	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
770	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
771	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
772	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
773	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
774	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
775	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
776	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
777	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
778	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
779	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
780	19	2	49.7792	-13.6275	26.693	-24.558	10	2002	2927	2	266
