Sample	Intensity	Prevalence	Year	Depth	Weight	Length	Sex	Stage	Age	Area
1168	3	1	2001	256	3412	74	1	4	5	3
1169	4	1	2001	220	1094	52	1	1	4	4
1170	4	1	2001	220	1042	50	2	1	5	4
1171	4	1	2001	220	1588	58	1	1	4	4
1172	4	1	2001	140	444	38	1	1	2	4
1173	4	1	2001	140	760	44	1	1	4	4
1174	4	1	2001	228	546	39	2	1	3	4
1175	4	1	2001	180	886	50	2	1	5	3
1176	4	1	2001	122	1060	49	1	1	4	3
1177	4	1	2001	260	1476	55	2	1	4	2
1178	4	1	2001	228	1820	56	2	2	5	4
1179	4	1	2001	110	4494	78	2	2	6	2
1180	4	1	2001	140	6478	92	1	4	9	4
1181	4	1	2001	180	3074	64	2	4	7	3
1182	4	1	2001	122	2286	63	1	4	7	3
1183	5	1	2001	220	2556	60	1	1	5	4
1184	5	1	2001	140	480	39	1	1	3	4
1185	5	1	2001	228	3620	74	1	1	5	4
1186	5	1	2001	228	1718	59	2	1	6	4
1187	5	1	2001	122	636	44	2	1	3	3
1188	5	1	2001	256	1938	64	2	1	6	3
1189	5	1	2001	283	2650	65	1	1	5	2
1190	5	1	2001	140	2306	60	2	2	7	4
1191	5	1	2001	283	3244	71	2	2	6	2
1192	5	1	2001	140	2604	63	1	4	8	4
1193	6	1	2001	125	2056	63	1	1	4	4
1194	6	1	2001	228	556	41	2	1	3	4
1195	6	1	2001	122	1392	53	1	1	4	3
1196	6	1	2001	276	1252	51	1	1	3	2
1197	6	1	2001	276	366	36	2	1	3	2
1198	6	1	2001	260	1594	53	2	2	4	2
1199	6	1	2001	112	4286	78	2	4	6	1
1200	6	1	2001	199	3716	78	2	4	7	2
1201	7	1	2001	140	1014	47	1	1	4	4
1202	7	1	2001	228	388	37	1	1	3	4
1203	7	1	2001	276	2708	65	1	1	6	2
1204	8	1	2001	199	2640	67	1	1	6	2
1205	8	1	2001	228	416	38	1	1	4	4
1206	8	1	2001	122	2754	70	1	1	6	3
1207	8	1	2001	256	1360	54	1	1	4	3
1208	8	1	2001	256	746	42	2	1	3	3
1209	8	1	2001	110	786	45	1	1	3	2
1210	8	1	2001	140	3398	67	1	2	7	4
1211	8	1	2001	140	2952	67	2	2	6	4
1212	9	1	2001	228	1688	62	2	1	5	4
1213	9	1	2001	193	386	37	1	1	3	3
1214	9	1	2001	283	2916	67	2	4	7	2
1215	10	1	2001	140	504	39	2	1	2	4
1216	10	1	2001	228	698	43	2	1	3	4
1217	10	1	2001	228	2310	59	2	1	4	4
1218	10	1	2001	228	798	46	2	1	3	4
1219	10	1	2001	193	446	39	2	1	3	3
1220	11	1	2001	256	902	49	2	1	4	3
1221	13	1	2001	125	1828	64	2	1	6	4
1222	13	1	2001	140	718	43	1	1	3	4
1223	13	1	2001	228	382	37	2	1	3	4
1224	14	1	2001	112	560	39	1	1	2	1
1225	14	1	2001	256	444	36	2	1	3	3
1226	14	1	2001	140	2602	65	1	4	7	4
1227	16	1	2001	260	3566	71	1	4	7	2
1228	17	1	2001	140	1542	55	2	1	4	4
1229	17	1	2001	122	146	26	2	1	2	3
1230	18	1	2001	228	692	42	2	1	3	4
1231	18	1	2001	260	652	43	1	1	3	2
1232	18	1	2001	256	2514	64	1	2	7	3
1233	19	1	2001	260	2246	67	1	1	5	2
1234	20	1	2001	228	244	31	1	1	2	4
1235	20	1	2001	140	5900	84	1	4	9	4
1236	30	1	2001	228	1004	48	2	1	3	4
1237	34	1	2001	140	1408	52	2	2	6	4
1238	36	1	2001	140	2052	60	2	2	6	4
1239	40	1	2001	256	1962	61	2	1	5	3
1240	42	1	2001	228	372	34	1	1	4	4
1241	45	1	2001	256	1472	53	2	4	5	3
1242	46	1	2001	220	660	43	1	1	3	4
1243	46	1	2001	122	256	32	2	1	2	3
1244	49	1	2001	140	1558	55	1	4	5	4
1245	50	1	2001	228	484	38	2	1	3	4
1246	55	1	2001	228	704	45	1	1	4	4
1247	75	1	2001	140	884	46	2	1	3	4
1248	84	1	2001	260	910	48	2	1	4	2
1249	89	1	2001	260	1414	56	1	1	6	2
1250	90	1	2001	228	224	31	1	1	2	4
1251	104	1	2001	140	690	43	2	1	3	4
1252	125	1	2001	140	754	44	2	1	3	4
1253	128	1	2001	140	1270	55	2	4	7	4
1254	257	1	2001	228	370	35	2	1	3	4
