,Date,Country,City,Killed,Injured,Description
14420,10/28/2010,Thailand,Yala,1,0,A villager is shot once through the head by Muslim militants.
14421,10/29/2010,Iraq,Diyala,30,70,Thirty Iraqis at a crowded cafe are blown apart by a Holy Warrior.
14422,10/29/2010,Pakistan,Baghbana,1,1,A 12-year-old boy is among the casualties in an Islamist firing on a tanker.
14423,10/29/2010,Iraq,Baghdad,1,1,Terrorists shoot a government official to death and injure his nephew.
14424,10/30/2010,Iraq,Badar,2,0,Hardliners ambush and kill two local soldiers.
14425,10/30/2010,Iraq,Abu Ghraib,2,5,Two Iraqis lose their lives to a small arms Mujahideen attack.
14426,10/30/2010,Thailand,Pattani,1,0,A 48-year-old man is shot and killed by Islamic militants.
14427,10/30/2010,India,Kishtwar,1,0,Mujahideen murder an Indian trooper.
14428,10/30/2010,Somalia,Mogadishu,10,7,Ten civilian and peacekeepers are taken down by an al-Shabaab roadside blast and shooting.
14429,10/30/2010,Iraq,Baqubah,2,0,Two children are machine-gunned to death in their home by Mujahideen.
14430,10/30/2010,Thailand,Yala,1,0,Muslim extremists shoot a 78-year-old man to death.
14431,10/31/2010,Somalia,Mogadishu,15,20,At least fifteen bodies are counted following a brutal ambush by al-Shabaab radicals.
14432,10/31/2010,Iraq,Baghdad,53,80,"Forty-four church members and two young priests are slaughtered when Islamic State of Iraq Fedayeen invade a church, shooting members and tossing grenades into the congregation.  Seven policemen are also killed."
14433,10/31/2010,Iraq,Kurram,3,2,Three tribal elders are murdered by Sunni extremists.
14434,10/31/2010,Iraq,Baghdad,6,4,A half dozen people are sent straight to Allah by Jihadi bombers.
14435,10/31/2010,Iraq,Mosul,1,7,A suicide bomber takes out a cop.
14436,11/1/2010,Afghanistan,Helamand,2,0,Two female Afghan aid workers are kidnapped and riddled with bullets by Holy Warriors.
14437,11/1/2010,Iraq,Mosul,5,12,An elderly man is among five victims of a series of terror attacks.
14438,11/1/2010,Dagestan,Khasavyurt,1,0,A local imam is shot twice in the head by Religion of Peace rivals.
14439,11/1/2010,Thailand,Pattani,1,1,Muslim terrorists shoot and kill a policeman.
14440,11/1/2010,Somalia,Modagishu,3,2,Three people are torn apart by an Islamist landmine.
14441,11/1/2010,Pakistan,Swabi,2,12,Taliban militants stage a Fedayeen assault on a police station.
14442,11/2/2010,Thailand,Pattani,1,1,A Buddhist man is murdered by militant Muslims.
14443,11/2/2010,Iraq,Baghdad,110,322,At least 13 deadly bomb blasts set by Sunni extremists leave over one-hundred dead in Shia neighborhoods.
14444,11/3/2010,Afghanistan,Helmand,2,0,At least two civilians are killed during a sustained Taliban assault.
14445,11/3/2010,Iraq,Mosul,1,0,'Insurgents' gun down a 17-year-old boy outside his home.
14446,11/3/2010,Afghanistan,Khost,2,6,Two local soldiers are killed by a Shahid suicide bomber.
14447,11/3/2010,Afghanistan,Helmand,5,9,Two children are among five civilians cut to pieces by machine-gun fire from religious fundamentalists.
14448,11/3/2010,Afghanistan,Helmand,3,5,The Taliban murder three policemen with a roadside bomb.
14449,11/4/2010,Russia,Nalchik,2,0,Two hunters are tortured and killed by Islamic militia.
14450,11/4/2010,Pakistan,Khyber,1,3,A young boy is killed when Tehreek-e-Taliban militants fire rockets into a village.
14451,11/4/2010,Iraq,Hit,2,0,Terrorists assassinate a town's mayor and his driver.
14452,11/4/2010,Yemen,al-Dhalee,2,23,Two people are sent to Allah by al-Qaeda bombers.
14453,11/5/2010,Afghanistan,Helmand,2,0,Two coalition troops are gunned down by a suspected terrorist in uniform.
14454,11/5/2010,Pakistan,Kalat,1,1,"Terrorists open fire on a truck, killing the driver."
14455,11/5/2010,Iraq,Baqubah,3,9,Women are among the casualties of a Mujahideen bomb blast.
14456,11/5/2010,Pakistan,Darra Adam Khel,82,80,Eleven children are among eighty-two worshippers slaughtered at a mosque by a Shahid suicide bomber yelling 'Allah Akbar'.  Many were crushed by the collapsing roof.
14457,11/5/2010,Afghanistan,Faryab,9,31,At least nine people at a bazaar are blown to bits by a teenage suicide bomber.
14458,11/5/2010,Pakistan,Peshawar,4,24,Four worshippers are killed when sectarian terrorists throw three grenades into a mosque.
14459,11/6/2010,Afghanistan,Ghazni,5,0,The bodies of five policemen are found brutally executed days after their abduction by the Taliban.
14460,11/7/2010,Afghanistan,Bashran,5,6,Five civilians are killed when Islamists blow up a family vehicle.
14461,11/7/2010,Iraq,Samarrah,2,3,Shia militia are suspected of blowing up two Sunnis.
14462,11/7/2010,Iraq,Mosul,5,1,Five Iraqis lose their lives to Muslim terrorists in separate attacks.
14463,11/7/2010,Iraq,Mosul,2,0,Two more Christian worshippers are murdered by Muslim gunmen in separate attacks.
14464,11/8/2010,Afghanistan,Lashkar Gah,1,4,Hardliners manage to kill a civilian with a bomb hidden in a handcart.
14465,11/8/2010,Thailand,Yala,1,0,A 38-year-old villager is shot to death by Muslim militants while grazing his cattle.
14466,11/8/2010,Iraq,Karbalah,14,40,Fourteen Shia pilgrims are slaughtered by Sunni terrorists in an attack on their bus.
14467,11/8/2010,Iraq,Najaf,8,31,"Sunnis set off a pair of bombs at a Shia shrine, taking down eight innocents."
14468,11/8/2010,Iraq,Basra,13,39,Thirteen people are blown to bits by a Jihadi car bomb in a commercial district.
14469,11/9/2010,Afghanistan,Paktia,1,0,A Taliban road mine takes out a local official.
14470,11/9/2010,Thailand,Pattani,1,0,A 17-year-old boy is ambushed and killed by Mujahideen.
14471,11/9/2010,Thailand,Narathiwat,1,0,A woman is gunned down by Islamic insurgents.
14472,11/9/2010,Afghanistan,Uruzgan,7,1,"Religious extremists attack a police station, killing at least seven inside."
14473,11/9/2010,Thailand,Pattani,1,0,A Buddhist man is murdered by Muslim gunmen.
14474,11/10/2010,Dagestan,Kizlyar,1,6,One is left dead after Muslim 'insurgents' open fire on a roadblock.
14475,11/10/2010,Afghanistan,Khost,1,3,A suicide bomber takes out an Afghan cop.
14476,11/10/2010,Iraq,Baghdad,6,20,"Islamists blast Christian areas of Baghdad with bombs and mortars, killing at least six."
14477,11/10/2010,India,Pattan,2,0,Islamic militants brutally shoot two security personnel to death at point blank range in a market.
14478,11/10/2010,Iraq,Mosul,1,0,A young girl is taken down by Muslim gunmen.
14479,11/10/2010,Iraq,Iskandariya,3,0,Mujahideen murder three brothers with a bomb hidden at a water pump.
14480,11/11/2010,Pakistan,Peshawar,2,4,A women and her daughter are crushed to death in their own home by a Taliban rocket attack.
14481,11/11/2010,Dagestan,Makhachkala,7,5,Muslim rebels attack and kill seven cops.
14482,11/11/2010,Pakistan,Lahore,1,0,A man is shot to death after being accused of burning pages from the Quran.
14483,11/11/2010,Pakistan,Karachi,19,114,"Tehreek-i-Taliban suicide bombers drive an explosives-laden vehicle into a police station, killing at least nineteen."
14484,11/12/2010,India,Baramulla,1,0,Terrorists shoot a policeman to death.
14485,11/12/2010,Afghanistan,Kabula,2,4,A Shahid suicide bomber sends two Afghans to Allah.
14486,11/12/2010,Thailand,Yala,1,0,An 18-year-old school volunteer is kidnapped and brutally slain by suspected Muslim separatists.
14487,11/13/2010,Thailand,Narathiwat,1,0,A 49-year-old man is shot to death by militant Muslims on his way to work.
14488,11/13/2010,Nigeria,Borno,1,1,"Boko Haram Islamists open fire on two soldiers eating in a restaurant, killing one."
14489,11/13/2010,Pakistan,Mohmand,2,0,Tehreek-e-Taliban militants ambush and kill two security personnel.
14490,11/13/2010,Iraq,Samarrah,1,0,A woman is strangled in a suspected honor killing.
14491,11/13/2010,Pakistan,Peshawar,0,6,Six children are injured when suspected Taliban throw a grenade into the home of a peace activist.
14492,11/13/2010,Bangladesh,Doulatpur,1,1,A suicide bomber kills one other person at a residence.
14493,11/13/2010,Afghanistan,Kunduz,8,18,Eight people at a market are taken apart by a motorcycle bomb.
14494,11/14/2010,Algeria,Freha,1,0,A local business man dies from injuries suffered in al-Qaeda captivity.
14495,11/14/2010,Pakistan,Shakai,1,8,Fedayeen take down a member of a peace committee in a suicide attack at a market.
14496,11/14/2010,Iraq,Mosul,1,0,A 17-year-old boy is gunned down in a shop by terrorists.
14497,11/14/2010,Iraq,Mosul,2,8,A Fedayeen suicide bomber takes out two Iraqis.
14498,11/14/2010,Afghanistan,Jalalabad,1,9,Women and children are among the casualties of a Sunni bomb.
14499,11/14/2010,Afghanistan,Spin Boldak,2,11,"Radicals plant a bomb at a marketplace, killing two patrons."
14500,11/14/2010,Afghanistan,Uruzgan,3,0,Three policemen are blown apart by a Taliban bomb.
14501,11/14/2010,Thailand,Yala,1,0,Mujahid shoot a man to death in his own living room.
14502,11/15/2010,Sweden,Katrineholm,1,0,"A 21-year-old woman is stabbed 53 times by her Muslim father, who was angered by her 'indecent' lifestyle."
14503,11/15/2010,Chechnya,Grozny,1,0,A traffic cop is shot to death by Muslim terrorists while on duty.
14504,11/15/2010,Dagestan,Rostov-on-Don,1,0,Islamic militants barge into a hospital and shoot a man to death.
14505,11/15/2010,Pakistan,Khyber,2,3,"Tehrik-e-Taliban bombers murder two people, including a rival prayer leader."
14506,11/15/2010,Iraq,Mosul,2,18,Two people are killed in a Jihad car bomb blast.
14507,11/15/2010,Iraq,Baghdad,2,5,Two bombs at a marketplace take down a pair of Iraqis.
14508,11/15/2010,Iraq,Mosul,3,0,Three Christian brothers are brutally shot to death in their home by Religion of Peace advocates.
14509,11/16/2010,Afghanistan,Kunduz,2,5,Fundamentalists kill two men visiting a graveyard.
14510,11/16/2010,Iraq,Mosul,3,0,Two women are among three members of a family murdered in their home by Jihad terrorists.
14511,11/16/2010,Iraq,Mosul,2,0,A 6-year-old Christian girl and her father are exterminated by Islamic bombers.
14512,11/16/2010,Somalia,Mogadishu,4,9,Four civilians are killed following an al-Shabaab attack.
14513,11/16/2010,Nigeria,Ganmo,1,5,One person is dead when rival Muslim groups clash over a prayer ground.
14514,11/17/2010,Iraq,Baqubah,1,0,Mujahid bombers take out a civilian.
14515,11/17/2010,Somalia,Mogadishu,5,9,An ambush by Islamic militia leaves five civilians dead.
14516,11/17/2010,Pakistan,Khuzdar,0,18,Eighteen people are wounded when clerics at a mosque begin shooting at each other to decide who should lead prayer.
14517,11/18/2010,Russia,Oktyabrsky,0,2,"A Muslim stabs two police officers, saying he is upset that they do not allow Allah's law to be practiced."
14518,11/18/2010,Iraq,Baqubah,1,0,A local Sunni is murdered by suspected al-Qaeda.
14519,11/19/2010,Pakistan,Khurram,3,8,A woman and two children are crushed to death by a Taliban rocket strike.
14520,11/19/2010,Iraq,Mosul,2,2,Two people are killed in separate terror attacks.
14521,11/19/2010,Nigeria,Maiduguri,2,1,"Islamists roll up to a rival mosque and open up with automatic weapons, killing two men and injuring a child."
14522,11/20/2010,Afghanistan,Laghman,4,33,"Four civilians, including a mother and child, are cut to shreds in two Fedayeen suicide attacks."
14523,11/20/2010,Iraq,Shirqat,2,0,An 8-year-old girl and a woman are disassembled in their own home by Islamist bombers.
14524,11/21/2010,India,Kishtwar,1,2,Lashkar-e-Toiba gunmen barge into a home and murder a 60-year-old woman.
14525,11/21/2010,Pakistan,Turbat,5,3,Five Shiites are shot to death in a suspected sectarian attack.
14526,11/21/2010,Iraq,Mosul,1,0,al-Qaeda storm a home and shoot an 18-year-old to death in front of his parents.
14527,11/21/2010,Iraq,Baqubah,1,0,Terrorists kill an old man with a bomb hidden in a cart.
14528,11/21/2010,Afghanistan,Kandahar,1,0,Religious extremists drag a laborer out of his home and murder him in front of his children.
14529,11/22/2010,Pakistan,Sargodha,0,1,A protestant pastor is beaten and set on fire by six Muslims who caught him evangelizing.
14530,11/22/2010,Iraq,Ramadi,1,2,A government official is assassinated by Islamic gunmen.
14531,11/22/2010,Iraq,Amin,1,3,One Sunni is killed in a sectarian attack.
14532,11/22/2010,Iraq,Mosul,1,0,An elderly Christian woman is strangled in her home by Religion of Peace activists.
14533,11/22/2010,Iraq,Mosul,2,0,Two Christian brothers are shot to death in their shop by Muslim extremists.
14534,11/22/2010,Afghanistan,Paktia,4,2,Four civilians are blown to bits by a Taliban bomb.
14535,11/23/2010,Iraq,Suwayra,2,0,Jihadi bombers send a married couple to Allah.
14536,11/23/2010,Iraq,Baghdad,1,0,A doctor is shot to death by 'insurgents'.
14537,11/23/2010,Iraq,Baghdad,5,4,Several government officials are gunned down in separate terror attacks.
14538,11/24/2010,Egypt,Giza,1,68,"Police shouting 'Allah Akbar' block a church construction and then fire on a group of Coptic demonstrators, killing one."
14539,11/24/2010,India,Moradabad,1,0,An 18-year-old Muslim girl is strangled by her father for falling in love with a Hindu boy.
14540,11/24/2010,Afghanistan,Faryab,5,4,The Taliban murder five tribal elders with a rocket-propelled grenade.
14541,11/24/2010,Iraq,Shurquat,4,19,A suspected al-Qaeda attack leaves four people dead.
14542,11/24/2010,Iraq,Mosul,4,6,Jihadis bombers take down four Iraqis.
14543,11/24/2010,Yemen,al-Jawf,17,15,"A Sunni suicide bomber plows his car into a religious procession, taking out seventeen Shias."
14544,11/24/2010,Afghanistan,Herat,1,4,"The Taliban detonate a bomb under a family vehicle, killing once occupant."
14545,11/24/2010,Thailand,Narathiwat,3,0,A 60-year-old is among three Muslims ambushed and killed for being 'traitors to Islam'.
14546,11/25/2010,Kenya,Bardher,1,0,A 17-year-old girl is tortured and murdered by her parents for leaving Islam for Christianity.
14547,11/25/2010,Nigeria,Kwata Zawan,3,1,Muslim radicals shoot three Christian villagers to death.
14548,11/25/2010,Egypt,Giza,1,0,A 4-year-old boy suffocates when tear gas is thrown into a church chapel.
14549,11/25/2010,Pakistan,Khyber,2,6,"Terrorists blow up a bridge, killing two passersby."
14550,11/25/2010,Iraq,Tal Afar,3,12,Islamic radicals use an IED to kill a 4-year-old child and two others.
14551,11/25/2010,Iraq,Tuz Khormato,4,2,Children are among the casualties from a terror blast.
14552,11/25/2010,Iraq,Kirkuk,3,0,A woman is among three Iraqis ambushed and killed by Mujahideen.
14553,11/25/2010,Iraq,Baaj,1,0,A tailor dies from shrapnel wounds after Jihadis throw a grenade into his home.
14554,11/26/2010,Dagestan,Kizlyarsky,1,0,Muslim terrorists shoot a police officer in the chest.
14555,11/26/2010,Yemen,Saada,40,9,"Sunnis bomb a Shia funeral procession, leaving at least forty people dead."
14556,11/27/2010,Pakistan,Watta Khel,1,0,A 17-year-old girl is shot to death by her father and brother for dishonoring the family.
14557,11/27/2010,Philippines,Marantao,1,0,Moro Islamists murder a World Food Program driver delivering rice to the needy.
14558,11/27/2010,Pakistan,Darra Adam Khel,3,0,A woman is among three civilians murdered when Islamists ambush a passenger vehicle.
14559,11/27/2010,Iraq,Mosul,2,0,A man and his young son are blown to bits by Jihadi bombers.
14560,11/27/2010,Pakistan,Darra Adam Khel,1,0,Tehreek-e-Taliban abduct and murder a local man.
14561,11/27/2010,Afghanistan,Paktika,12,16,Shahid suicide bombers take down a dozen local police.
14562,11/27/2010,Somalia,Mogadishu,10,20,At least ten people bleed out following an al-Shabaab mortar attack.
14563,11/28/2010,Afghanistan,Takhar,1,1,Holy Warriors take out a market patron with a bicycle bomb.
14564,11/28/2010,Pakistan,Bakht,1,2,A woman is killed and a young boy injured when fundamentalists shell a residential neighborhood.
14565,11/28/2010,Iraq,Meshahda,2,2,al-Qaeda cadres storm a home and shoot two people to death.
14566,11/28/2010,Afghanistan,Logar,3,0,Three people lose their lives when Sunni hardliners fire on a vehicle.
14567,11/29/2010,Afghanistan,Nangarhar,6,0,Six US soldiers training local police are murdered by a terrorist in uniform.
14568,11/29/2010,Pakistan,Karachi,1,0,A Shia leader is dragged out of his car and shot to death by militant Sunnis.
14569,11/29/2010,Pakistan,Peshawar,1,1,"The Taliban attack a local phone exchange, killing a guard."
14570,11/29/2010,India,Srinagar,1,1,Mujahideen kill a policeman and injure a civilian with a grenade thrown into a market.
14571,11/29/2010,Iraq,Baghdad,13,29,Thirteen Iraqis are murdered by Islamic terrorists in various attacks around the country.
14572,11/30/2010,Somalia,Bosaso,1,0,A judge is assassinated by suspected Islamic militia.
14573,11/30/2010,Thailand,Pattani,1,0,Jihadists shoot a school janitor to death.
14574,11/30/2010,Iraq,Mosul,1,1,Islamists rush into a Christian shop and gun down the proprietor brothers.
14575,11/30/2010,Pakistan,Bannu,6,22,An 8-year-old girl and 3-year-old boy are among six people sent to Allah by a Shahid suicide bomber.
14576,12/1/2010,Iraq,Baghdad,1,0,A human rights activist is murdered by Mujahid gunmen.
14577,12/1/2010,Iraq,Qaim,2,2,Two Iraqis die from shrapnel injuries following an Islamist bombing.
14578,12/1/2010,India,Srinagar,2,0,Mujahideen shoot two local soldiers to death as they are guarding a market.
14579,12/2/2010,Iraq,Baghdad,1,0,A woman is shot to death in her home by Islamic 'insurgents'.
14580,12/2/2010,Pakistan,Sukai,1,0,A local truck driver is gunned down by Taliban radicals.
14581,12/2/2010,Iraq,Abu Ghraib,2,1,A Jihad blast at a water plant leaves two dead.
14582,12/3/2010,Dagestan,Makhachkala,1,0,Suspected fundamentalists gun down the head of the country's Judo program.
14583,12/3/2010,Philippines,Langayen,2,0,Two village guards are gunned down by Moro Islamists.
14584,12/3/2010,Thailand,Narathiwat,1,0,Muslim terrorists shoot a Buddhist to death in his home.
14585,12/3/2010,Thailand,Yala,1,0,A 41-year-old rubber plantation worker is gunned down by Islamic separatists while walking home.
14586,12/3/2010,Thailand,Pattani,2,1,Two men are murdered by Mujahid gunmen in separate attacks.
14587,12/3/2010,Thailand,Narathiwat,1,0,A 36-year-old man is shot to death in his home by Muslim militants.
14588,12/3/2010,Nigeria,Nwachukwu,7,4,Christian women and children are slaughtered in their homes by Muslim attackers in a midnight raid.
14589,12/3/2010,Kenya,Nairobi,1,2,"Somali terrorists throw a grenade at a Kenyan police vehicle, killing an occupant."
14590,12/3/2010,Iraq,Mosul,1,0,A sanitation worker is taken down by Muslim gunmen.
14591,12/4/2010,Iraq,Baghdad,2,28,Two Shia pilgrims are sent to Allah by Sunni car bombers.
14592,12/4/2010,Iraq,Baghdad,6,42,"Terrorists bomb a marketplace, leaving at least a half dozen shoppers dead."
14593,12/4/2010,Iraq,Baghdad,5,17,Five Shia pilgrims from Iran are brutally slain by Sunni bombers near a shrine.
14594,12/4/2010,Nigeria,Maiduguri,3,6,A child is among three civilians left dead by a Boko Haram ambush.
14595,12/5/2010,Dagestan,Khasavyurt,1,0,A suspected separatist shoots a government official to death in a cafe
14596,12/5/2010,Iraq,Baghdad,2,0,Four Holy Warriors bind and stab an elderly Christian couple to death in their home.
14597,12/5/2010,Afghanistan,Gardez,4,18,"A Shahid suicide bomber detonates near a small marketplace, taking four innocents with him."
14598,12/6/2010,Russia,Moscow,1,0,An armed Muslim immigrant targets and kills a young engineer by shooting him three times in the chest and once in the head.
14599,12/6/2010,Pakistan,Mohmand,45,65,Two Holy Warriors massacre over forty innocents with a dual suicide blast at a gathering of tribal leaders in the name of 'enforcing Sharia.'
14600,12/6/2010,Iraq,Baqubah,3,4,Three children bleed out when terrorists booby-trap a home.
14601,12/6/2010,Afghanistan,Badghis,3,1,The Taliban kill three Afghan troops in a rocket attack.
14602,12/7/2010,Iraq,Tal Afar,1,3,"Fundamentalists bomb a computer shop, killing an employee."
14603,12/7/2010,India,Varanasi,1,32,A 2-year-old girl is left dead following a Mujahideen blast at a Hindu temple.
14604,12/8/2010,Afghanistan,Kunar,2,2,Two civilians are murdered by Taliban attackers.
14605,12/8/2010,Pakistan,Hangu,1,1,Islamic militants abduct seven teachers and shoot a policeman to death.
14606,12/8/2010,Iraq,Taji,3,16,Jihadist take down three civilians with a car bomb.
14607,12/8/2010,Pakistan,Kohat,19,32,"A teen suicide bomber targets a crowd of Shia pilgrims at a bus stop, sending nearly two dozen to Allah, mostly women and children."
14608,12/8/2010,Iraq,Tarmiya,1,3,Muslim terrorists shoot a girl to death in her home.
14609,12/9/2010,Iraq,Baghdad,6,6,Six Iraqis are killed in separate Mujahideen attacks.
14610,12/9/2010,Somalia,Bosaso,2,0,Islamic militia detonate a roadside bomb underneath two Somalis.
14611,12/10/2010,Pakistan,Hangu,17,20,Seventeen people are ripped to shreds when a Sunni suicide car bomber plows into a Shia hospital.
14612,12/10/2010,Iraq,Meshahda,3,0,Three chicken farmers are gunned down in cold blood by Sunni radicals.
14613,12/10/2010,Iraq,Baghdad,2,7,Two civilians at a coffee shop are blown to bits by Jihad bombers.
14614,12/10/2010,Afghanistan,Khan Neshin,15,4,Fifteen civilians on their way to a local bazaar are dismembered by Taliban bombers.
14615,12/11/2010,Dagestan,Gubden,1,0,A mosque imam is murdered by Religion of Peace rivals.
14616,12/11/2010,Pakistan,Peshawar,2,0,Two police are gunned down by Islamic terrorists.
14617,12/11/2010,Sweden,Stockholm,0,2,A car bomb and suicide attack on a shopping center leaves two injured.
14618,12/11/2010,Thailand,Yala,1,3,Muslim terrorists murder a Thai soldier.
14619,12/11/2010,Pakistan,Peshawar,2,5,"Islamists open fire on a police squad, killing two members."
14620,12/12/2010,Thailand,Narathiwat,2,0,A 67-year-old woman and her son-in-law are shot to death by Muslim militants.
14621,12/12/2010,Iraq,Ramadi,13,41,A Shahid suicide bomber sends thirteen Iraqis straight to Allah.
14622,12/12/2010,Iraq,Baqubah,2,3,Two Shia pilgrims are taken down by a Fedayeen suicide bomber.
14623,12/12/2010,Afghanistan,Kandahar,8,4,Six U.S. and two local soldiers are killed by a suicide bomber at their base.
14624,12/12/2010,Pakistan,Kurram,3,7,Three children are killed when Sunni militants fire rockets into a Shia residential area.
14625,12/12/2010,England,Feltham,0,1,Muslim prisoners batter a guard while yelling 'death to the Kuffar'.
14626,12/13/2010,Iraq,Baghdad,2,0,Terrorists blow up a little girl and her mother.
14627,12/13/2010,Iraq,Hilla,2,1,"A married couple is murdered by Muslim gunmen, who also wound their son."
14628,12/13/2010,Somalia,Mogadishu,12,30,A dozen civilians are caught in the crossfire during an al-Shabaab ambush.
14629,12/13/2010,Iraq,Diyala,4,20,Four Shiite pilgrims are murdered by a Sunni suicide bomber.
14630,12/13/2010,Pakistan,Gulabad,3,5,Two children are among three killed when Islamists detonate a shrapnel bomb next to their school bus.
14631,12/13/2010,Pakistan,Charsadda,2,0,Two brothers are shot to death by Islamic militants while on their way home.
14632,12/14/2010,Bangladesh,Rajshahi,1,0,A woman dies from injuries suffered by a lashing ordered by Muslim clergy over an adultery charge.
14633,12/14/2010,Pakistan,Peshawar,3,1,Sunnis attack an 'unIslamic' shrine and shoot three Sufi infidels to death.
14634,12/14/2010,Afghanistan,Kabul,3,5,Three local soldiers are murdered in separate Taliban attacks.
14635,12/14/2010,Pakistan,Mohmand,2,6,Muslim radicals attack a police station and kill two officers.
14636,12/14/2010,Iraq,Baghdad,3,19,Sectarian rivals murder three more Shia pilgrims with a roadside bomb.
14637,12/14/2010,Iraq,Diyala,2,22,Two Shia pilgrims are blown to bits by Sunni bombers.
14638,12/15/2010,Pakistan,Quetta,3,0,Sectarian Jihadis gun down two brothers and a child.
14639,12/15/2010,Iran,Chahbahar,41,83,"Forty-one Shias, including women and children, are blasted to death in their own mosque by a Sunni suicide bomber."
14640,12/15/2010,Russia,Nalchik,1,0,A moderate cleric is shot in front of his home for 'resisting religious extremism.'
14641,12/15/2010,Afghanistan,Kandahar,3,9,"Three children are disassembled by fundamentalists, who hide a bomb on a bicycle."
14642,12/16/2010,Pakistan,Muharram,1,25,A child is left dead after Sunnis throw a grenade into a funeral procession.
14643,12/16/2010,Iraq,Dujail,2,6,Two Shia pilgrims are sent to Allah by Sunni bombers.
14644,12/16/2010,Iraq,Baghdad,6,6,Gunmen and bombers take down six Iraqis in separate attacks.
14645,12/16/2010,Somalia,Mogadishu,10,24,At least ten civilians are shot to pieces during a sustained al-Shabaab attack in a commercial area.
14646,12/17/2010,Pakistan,Hangu,6,8,"Six villagers, including women and children, are crushed to death by a terrorist mortar barrage."
14647,12/17/2010,Yemen,Abyan,3,7,"Suspected al-Qaeda militants open fire on a group of local soldiers, killing three."
14648,12/17/2010,Afghanistan,Herat,14,4,Fourteen members of the same family are taken apart by a Taliban roadside attack on their minibus.
14649,12/18/2010,Thailand,Yala,2,0,Two guards providing security to Buddhists are gunned down by Religion of Peace proponents.
14650,12/18/2010,Thailand,Yala,2,0,Islamists slash the throats of two people.
14651,12/18/2010,Russia,Kabardino- Balkaria,7,2,Seven hunters are shot to death by Islamic militants in a brutal ambush.
14652,12/18/2010,Afghanistan,Kandahar,2,11,A Shahid suicide bomber sends two civilians to Allah.
14653,12/18/2010,Afghanistan,Balkh,1,3,Taliban-linked militants murder a Bangladeshi engineer and take three others hostage.
14654,12/19/2010,Iraq,Kirkuk,2,0,An oil company employee is among two people gunned down by Mujahideen.
14655,12/19/2010,Israel,Jerusalem,1,1,"An American woman on a Christian mission is kidnapped, tied up and stabbed to death by Arab warriors."
14656,12/19/2010,Afghanistan,Kabul,13,17,"Thirteen security personnel are killed in two attacks, one by Fedayeen suicide bombers."
14657,12/20/2010,Somalia,Mogadishu,5,10,Five civilians are killed when Islamic militia mortar a commercial district.
14658,12/20/2010,Pakistan,Dera Bugti,2,0,A father and son are shot to death in their hotel in a suspected sectarian attack.
14659,12/20/2010,Iraq,Mosul,2,0,A university professor and a young woman are gunned down by 'Freedom Fighters'.
14660,12/20/2010,Somalia,Mogadishu,5,5,An old woman is among five who bleed out following a vicious al-Shabaab roadside bombing.
14661,12/20/2010,Kenya,Nairobi,3,23,"Suspected Somali Islamists plant a bomb on a bus, which leaves three passengers dead."
14662,12/21/2010,Pakistan,Kalat,1,0,An 82-year-old Hindu teacher is kidnapped and presumed murdered by Muslim fundamentalists.
14663,12/21/2010,Thailand,Pattani,2,0,A married couple selling pork are shot to death in their stall by Holy Warriors.
14664,12/21/2010,Thailand,Pattani,1,0,A 43-year-old construction worker is murdered by Muslim gunmen.
14665,12/21/2010,Nigeria,Turu,3,2,"Angry Muslims armed with swords and machetes assault a group of local Christian villagers, killing three."
14666,12/22/2010,Pakistan,Mohmand,1,3,A civilian is killed in a bomb blast.
14667,12/23/2010,Pakistan,Baidnami,3,0,Tehreek-e-Taliban militants ambush and kill three policemen.
14668,12/23/2010,Iraq,Baghdad,1,0,A Sunni civilian is murdered in a sectarian shooting attack.
14669,12/23/2010,Thailand,Narathiwat,2,2,Two off-duty security personnel riding a motorcycle are shot to death by Muslim militants.
14670,12/23/2010,Russia,Shalushki,2,5,Islamic militants gun down two village policemen.
14671,12/23/2010,Afghanistan,Kunduz,1,5,Children are among the casualties of a Shahid suicide blast.
14672,12/23/2010,Afghanistan,Jalalabad,1,10,Taliban bombers take out a civilian with a motorcycle bomb.
14673,12/24/2010,Pakistan,Shahdra,0,1,"A 12-year-old Christian girl is kidnapped, raped for eight months and forcibly converted to Islam."
14674,12/24/2010,Pakistan,Khyber,1,0,A guard is killed when Islamic militants attack a press club building.
14675,12/24/2010,Iraq,Haswa,5,4,Three children are among five family members slain by a sectarian bomb attack on their home.
14676,12/24/2010,Iraq,Samarrah,2,0,Two Iraqis are killed by Jihadi bombers.
14677,12/24/2010,Pakistan,Mohmand,11,10,"Religious hardliners launch a surprise assault on a local army post, leaving eleven defenders dead."
14678,12/24/2010,Afghanistan,Balkh,1,3,The Taliban murder a German aid worker trying to help the locals build roads.
14679,12/24/2010,Thailand,Narathiwat,1,1,Muslim separatists walk into a tea shop and machine-gun two patrons.
14680,12/24/2010,Yemen,Zinjibar,1,0,al-Qaeda gunmen shoot a local soldier to death.
14681,12/24/2010,Nigeria,Jos,86,74,"At least eighty-six people are killed in a series of Islamic bomb blasts and attacks, mostly targeting Christmas Eve church services.  The dead include choir members hacked to death."
14682,12/25/2010,Pakistan,Bajaur,47,81,Nearly fifty people lining up for emergency food are blown into pieces by a female suicide bomber.  Children are among the dead.
14683,12/25/2010,Philippines,Sulu,0,11,A priest and a 9-year-old girl are among eleven injured when Islamists set off a bomb inside a chapel.
